,index,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,depth,height,width
526,858,858,20396646,HEMNES,Cabinets & cupboards,595.0,,True,https://www.ikea.com/sa/en/p/hemnes-high-cabinet-with-glass-door-white-20396646/,No,"        High cabinet with glass door,          42x38x131 cm",38.0,131.0,42.0
527,859,859,29302573,BESTÅ,Cabinets & cupboards,1400.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-riksviken-stubbarp-light-bronze-effect-s29302573/,Yes,"        Storage combination with doors,          180x42x74 cm",42.0,74.0,180.0
528,860,860,90421911,BRYGGJA,Cabinets & cupboards,597.0,995,True,https://www.ikea.com/sa/en/p/bryggja-storage-unit-dark-grey-90421911/,No,"        Storage unit,          120x173 cm",43.0,173.0,120.0
529,861,861,79281790,BILLY / OXBERG,Cabinets & cupboards,930.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-doors-white-glass-s79281790/,Yes,"        Bookcase with panel/glass doors,          120x30x202 cm",30.0,202.0,120.0
530,862,862,29279186,LIXHULT,Cabinets & cupboards,700.0,,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s29279186/,No,"        Cabinet combination,          120x35x92 cm",35.0,70.0,120.0
531,863,863,89161508,LIXHULT,Cabinets & cupboards,178.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-white-white-s89161508/,Yes,"        Storage combination,          25x25x50 cm",25.0,50.0,25.0
532,864,864,29286931,BEKANT,Cabinets & cupboards,1389.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s29286931/,Yes,"        Storage unit with smart lock,          61x101 cm",45.0,101.0,61.0
533,865,865,70341005,ERIK,Cabinets & cupboards,595.0,,True,https://www.ikea.com/sa/en/p/erik-file-cabinet-white-70341005/,Yes,"        File cabinet,          41x104 cm",50.0,104.0,41.0
534,867,867,70245952,BESTÅ,Cabinets & cupboards,170.0,,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,"        Frame,          120x40x38 cm",40.0,38.0,120.0
535,868,868,327772,MALSJÖ,Cabinets & cupboards,2100.0,,True,https://www.ikea.com/sa/en/p/malsjoe-sideboard-basic-unit-black-stained-00327772/,No,"        Sideboard basic unit,          145x92 cm",48.0,92.0,145.0
536,869,869,50415196,HAVSTA,Cabinets & cupboards,695.0,,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-grey-50415196/,Yes,"        Cabinet with plinth,          81x47x89 cm",47.0,89.0,81.0
537,870,870,9248855,LIXHULT,Cabinets & cupboards,643.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-blue-grey-white-pink-red-s09248855/,No,"        Storage combination,          130x82 cm",35.0,60.0,130.0
538,871,871,29285776,GALANT,Cabinets & cupboards,5290.0,,True,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-stained-oak-veneer-s29285776/,Yes,"        Storage combination w sliding doors,          320x120 cm",45.0,120.0,320.0
539,872,872,50365139,GALANT,Cabinets & cupboards,945.0,,True,https://www.ikea.com/sa/en/p/galant-cabinet-with-doors-black-stained-ash-veneer-50365139/,Yes,"        Cabinet with doors,          80x120 cm",45.0,120.0,80.0
540,873,873,49249396,HÄLLAN,Cabinets & cupboards,875.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s49249396/,No,"        Storage combination with doors,          45x47x167 cm",47.0,167.0,45.0
541,875,875,89249403,HÄLLAN,Cabinets & cupboards,700.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89249403/,No,"        Storage combination with doors,          45x47x167 cm",47.0,167.0,45.0
542,876,876,245842,BESTÅ,Cabinets & cupboards,225.0,,True,https://www.ikea.com/sa/en/p/besta-frame-white-00245842/,Yes,"        Frame,          60x40x192 cm",40.0,192.0,60.0
543,877,877,242278,FABRIKÖR,Cabinets & cupboards,676.0,845,True,https://www.ikea.com/sa/en/p/fabrikoer-glass-door-cabinet-dark-grey-00242278/,Yes,"        Glass-door cabinet,          57x150 cm",47.0,150.0,57.0
544,878,878,29287370,BILLY / MORLIDEN,Cabinets & cupboards,415.0,,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-white-glass-s29287370/,Yes,"        Bookcase with glass-doors,          80x30x106 cm",30.0,106.0,80.0
545,880,880,29286573,EKET,Cabinets & cupboards,1248.0,"1,307",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-white-stained-oak-effect-s29286573/,Yes,"        Cabinet combination with feet,          70x35x212 cm",35.0,212.0,70.0
546,881,881,30360977,IDÅSEN,Cabinets & cupboards,995.0,,True,https://www.ikea.com/sa/en/p/idasen-high-cabinet-with-drawer-and-doors-blue-30360977/,Yes,"        High cabinet with drawer and doors,          45x172 cm",47.0,172.0,45.0
547,882,882,70294508,BESTÅ,Cabinets & cupboards,475.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-70294508/,Yes,"        TV bench,          180x40x38 cm",40.0,38.0,180.0
548,883,883,69275110,HAVSTA,Cabinets & cupboards,975.0,,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s69275110/,Yes,"        Glass-door cabinet with plinth,          81x37x134 cm",37.0,134.0,81.0
549,886,886,69284987,BESTÅ,Cabinets & cupboards,420.0,,True,https://www.ikea.com/sa/en/p/besta-cabinet-unit-black-brown-s69284987/,Yes,"        Cabinet unit,          60x40x202 cm",40.0,202.0,60.0
550,887,887,89161631,LIXHULT,Cabinets & cupboards,508.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-white-orange-red-s89161631/,No,"        Storage combination,          95x92 cm",35.0,70.0,95.0
551,888,888,19278234,BRIMNES,Cabinets & cupboards,952.0,"1,190",True,https://www.ikea.com/sa/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Yes,"        Storage combination w glass doors,          160x35x190 cm",35.0,190.0,160.0
552,889,889,99266053,HAVSTA,Cabinets & cupboards,1900.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s99266053/,Yes,"        Storage combination w glass-doors,          162x37x134 cm",37.0,134.0,162.0
553,890,890,30269129,BESTÅ BURS,Cabinets & cupboards,1195.0,,True,https://www.ikea.com/sa/en/p/besta-burs-tv-bench-high-gloss-white-30269129/,No,"        TV bench,          180x41x49 cm",41.0,49.0,180.0
554,891,891,90433909,MARKERAD,Cabinets & cupboards,597.0,995,True,https://www.ikea.com/sa/en/p/markerad-glass-door-cabinet-pine-90433909/,No,"        Glass-door cabinet,          80x80 cm",40.0,80.0,80.0
555,892,892,9290123,EKET,Cabinets & cupboards,356.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-golden-brown-s09290123/,Yes,"        Cabinet combination with feet,          35x35x107 cm",35.0,107.0,35.0
556,893,893,69285208,GALANT,Cabinets & cupboards,6480.0,,True,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-s69285208/,Yes,"        Storage combination w sliding doors,          320x200 cm",45.0,200.0,320.0
557,894,894,59249409,HÄLLAN,Cabinets & cupboards,650.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s59249409/,No,"        Storage combination with doors,          45x47x142 cm",47.0,142.0,45.0
558,895,895,70388620,HAVSTA,Cabinets & cupboards,995.0,,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-70388620/,Yes,"        Cabinet with plinth,          121x47x89 cm",47.0,89.0,121.0
559,896,896,69301717,BESTÅ,Cabinets & cupboards,1305.0,,True,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-black-brown-riksviken-light-bronze-effect-s69301717/,Yes,"        Wall-mounted cabinet combination,          180x42x64 cm",42.0,64.0,180.0
560,897,897,30428915,EKET,Cabinets & cupboards,195.0,,True,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-white-30428915/,Yes,"        Cabinet with 2 drawers,          35x35x35 cm",35.0,35.0,35.0
561,899,899,49265999,HAVSTA,Cabinets & cupboards,1240.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-white-s49265999/,Yes,"        Storage combination,          81x47x212 cm",47.0,212.0,81.0
562,900,900,9301664,BESTÅ,Cabinets & cupboards,2980.0,,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-notviken-grey-green-clear-glass-s09301664/,Yes,"        TV storage combination/glass doors,          240x42x230 cm",42.0,230.0,240.0
563,901,901,30342078,REGISSÖR,Cabinets & cupboards,1356.0,"1,695",True,https://www.ikea.com/sa/en/p/regissoer-glass-door-cabinet-white-30342078/,Yes,"        Glass-door cabinet,          118x203 cm",38.0,203.0,118.0
564,902,902,19057906,BESTÅ,Cabinets & cupboards,480.0,,True,https://www.ikea.com/sa/en/p/besta-wall-cabinet-with-2-doors-lappviken-black-brown-s19057906/,Yes,"        Wall cabinet with 2 doors,          60x22x128 cm",22.0,128.0,60.0
565,903,903,40363621,HÄLLAN,Cabinets & cupboards,325.0,,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-40363621/,No,"        Cabinet,          45x75 cm",47.0,75.0,45.0
566,904,904,59301483,BESTÅ,Cabinets & cupboards,1020.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-sindvik-stallarp-white-clear-glass-s59301483/,Yes,"        Storage combination w glass doors,          60x22x202 cm",22.0,202.0,60.0
567,905,905,79248748,LIXHULT,Cabinets & cupboards,363.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-dark-green-pink-s79248748/,Yes,"        Storage combination,          60x92 cm",35.0,70.0,60.0
568,908,908,10388661,HAVSTA,Cabinets & cupboards,80.0,,True,https://www.ikea.com/sa/en/p/havsta-plinth-white-10388661/,Yes,"        Plinth,          81x37x12 cm",37.0,12.0,81.0
569,909,909,49061228,BESTÅ,Cabinets & cupboards,510.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,Yes,"        TV bench,          120x40x48 cm",40.0,48.0,120.0
570,910,910,60247409,BESTÅ,Cabinets & cupboards,100.0,,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-60247409/,Yes,"        Frame,          60x20x38 cm",20.0,38.0,60.0
571,911,911,19046442,LIATORP,Cabinets & cupboards,4335.0,,True,https://www.ikea.com/sa/en/p/liatorp-storage-combination-with-doors-white-s19046442/,No,"        Storage combination with doors,          276x214 cm",38.0,214.0,276.0
572,912,912,29300852,BESTÅ,Cabinets & cupboards,965.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-lappviken-grey-stained-walnut-eff-clear-glass-s29300852/,Yes,"        Storage combination w glass doors,          60x42x193 cm",42.0,193.0,60.0
573,914,914,30247378,BESTÅ,Cabinets & cupboards,125.0,,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,"        Frame,          60x40x38 cm",40.0,38.0,60.0
574,915,915,29299165,BESTÅ,Cabinets & cupboards,925.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-notviken-grey-green-s29299165/,Yes,"        TV bench with doors,          180x42x38 cm",42.0,38.0,180.0
575,917,917,90328668,LIXHULT,Cabinets & cupboards,99.0,,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-orange-90328668/,Yes,"        Cabinet,          35x35 cm",35.0,35.0,35.0
576,919,919,10293597,NANNARP,Cabinets & cupboards,40.0,,True,https://www.ikea.com/sa/en/p/nannarp-leg-black-10293597/,Yes,        Leg,100.0,100.0,100.0
577,921,921,60389192,HAVSTA,Cabinets & cupboards,845.0,,True,https://www.ikea.com/sa/en/p/havsta-cabinet-white-60389192/,Yes,"        Cabinet,          81x35x123 cm",35.0,123.0,81.0
578,922,922,89265902,HAVSTA,Cabinets & cupboards,1550.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-dark-brown-s89265902/,Yes,"        Storage combination,          162x37x134 cm",37.0,134.0,162.0
579,924,924,80294503,BESTÅ,Cabinets & cupboards,375.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-white-80294503/,Yes,"        TV bench,          120x40x38 cm",40.0,38.0,120.0
580,927,927,59228746,BILLY / OXBERG,Cabinets & cupboards,1390.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-glass-s59228746/,Yes,"        Bookcase,          160x30x202 cm",30.0,202.0,160.0
581,928,928,70247376,BESTÅ,Cabinets & cupboards,225.0,,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247376/,Yes,"        Frame,          120x40x64 cm",40.0,64.0,120.0
582,929,929,50363729,HÄLLAN,Cabinets & cupboards,275.0,,True,https://www.ikea.com/sa/en/p/haellan-cabinet-white-50363729/,No,"        Cabinet,          45x50 cm",47.0,50.0,45.0
583,930,930,415194,HAVSTA,Cabinets & cupboards,1295.0,,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-grey-00415194/,Yes,"        Glass-door cabinet,          121x35x123 cm",35.0,123.0,121.0
584,931,931,30365135,GALANT,Cabinets & cupboards,2545.0,,True,https://www.ikea.com/sa/en/p/galant-cabinet-with-sliding-doors-white-30365135/,Yes,"        Cabinet with sliding doors,          160x120 cm",45.0,120.0,160.0
585,932,932,69208031,BESTÅ,Cabinets & cupboards,1600.5,"1,650",True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-light-grey-clear-glass-s69208031/,Yes,"        Storage combination with doors,          180x42x112 cm",42.0,112.0,180.0
586,933,933,69248659,LIXHULT,Cabinets & cupboards,267.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-white-pink-s69248659/,No,"        Storage combination,          25x75 cm",25.0,75.0,25.0
587,934,934,69282926,BESTÅ,Cabinets & cupboards,1570.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-vassviken-white-clear-glass-s69282926/,Yes,"        Storage combination w glass doors,          120x40x128 cm",40.0,128.0,120.0
588,936,936,79301788,BESTÅ,Cabinets & cupboards,1820.0,,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-clear-glass-s79301788/,Yes,"        Storage combination w doors/drawers,          120x42x240 cm",42.0,240.0,120.0
589,938,938,70247381,BESTÅ,Cabinets & cupboards,135.0,,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247381/,Yes,"        Frame,          60x40x64 cm",40.0,64.0,60.0
590,939,939,29204431,BESTÅ / EKET,Cabinets & cupboards,1469.0,,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-s29204431/,Yes,"        Cabinet combination for TV,          180x40x170 cm",40.0,170.0,180.0
591,940,940,89307643,EKET,Cabinets & cupboards,114.0,,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",35.0,35.0,35.0
592,941,941,69020473,BILLY / OXBERG,Cabinets & cupboards,2295.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-s69020473/,Yes,"        Bookcase,          200x30x237 cm",30.0,237.0,200.0
593,942,942,99249520,HÄLLAN,Cabinets & cupboards,1575.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s99249520/,No,"        Storage combination with doors,          90x47x167 cm",47.0,167.0,90.0
594,943,943,19266033,HAVSTA,Cabinets & cupboards,2645.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,Yes,"        Storage comb w sliding glass doors,          283x37x134 cm",37.0,134.0,283.0
595,945,945,49248858,LIXHULT,Cabinets & cupboards,841.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-red-orange-grey-pink-white-blue-green-s49248858/,No,"        Storage combination,          130x117 cm",35.0,95.0,130.0
596,946,946,79282544,BEKANT,Cabinets & cupboards,1355.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s79282544/,Yes,"        Storage unit on castors,          61x101 cm",45.0,101.0,61.0
597,951,951,80360951,IDÅSEN,Cabinets & cupboards,1495.0,,True,https://www.ikea.com/sa/en/p/idasen-cabinet-with-sliding-glass-doors-beige-80360951/,No,"        Cabinet with sliding glass doors,          120x140 cm",45.0,140.0,120.0
598,952,952,49265975,HAVSTA,Cabinets & cupboards,1590.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s49265975/,Yes,"        Storage combination w glass-doors,          81x47x212 cm",47.0,212.0,81.0
599,953,953,79265950,HAVSTA,Cabinets & cupboards,1950.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s79265950/,Yes,"        Storage combination w glass doors,          162x37x134 cm",37.0,134.0,162.0
600,954,954,89248682,LIXHULT,Cabinets & cupboards,389.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-blue-red-orange-s89248682/,Yes,"        Storage combination,          70x117 cm",35.0,95.0,70.0
601,956,956,39299103,BESTÅ,Cabinets & cupboards,1550.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-black-brown-selsviken-stallarp-high-gloss-dark-red-brown-s39299103/,Yes,"        TV bench with drawers,          180x42x74 cm",42.0,74.0,180.0
602,957,957,20390574,STALLARP,Cabinets & cupboards,45.0,,True,https://www.ikea.com/sa/en/p/stallarp-leg-chrome-plated-20390574/,No,        Leg,4.0,10.0,4.0
603,958,958,59191026,EKET,Cabinets & cupboards,1391.0,"1,450",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s59191026/,No,"        Cabinet combination with feet,          280x35x72 cm",35.0,72.0,280.0
604,960,960,89291312,HÄLLAN,Cabinets & cupboards,325.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89291312/,No,"        Storage combination with doors,          45x47x67 cm",47.0,67.0,45.0
605,964,964,60293566,STUBBARP,Cabinets & cupboards,35.0,,True,https://www.ikea.com/sa/en/p/stubbarp-leg-black-brown-60293566/,Yes,        Leg,44.0,100.0,44.0
606,966,966,10351511,BESTÅ,Cabinets & cupboards,60.0,,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-10351511/,Yes,"        Drawer frame,          60x15x40 cm",40.0,15.0,60.0
607,967,967,10299877,BESTÅ,Cabinets & cupboards,595.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-10299877/,Yes,"        TV bench,          180x40x64 cm",40.0,64.0,180.0
608,969,969,99282538,BEKANT,Cabinets & cupboards,1294.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s99282538/,Yes,"        Storage unit on legs,          61x101 cm",45.0,101.0,61.0
609,970,970,30388636,HAVSTA,Cabinets & cupboards,895.0,,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-white-30388636/,Yes,"        Glass-door cabinet,          81x35x123 cm",35.0,123.0,81.0
610,972,972,40245840,BESTÅ,Cabinets & cupboards,195.0,,True,https://www.ikea.com/sa/en/p/besta-frame-white-40245840/,Yes,"        Frame,          60x40x128 cm",40.0,128.0,60.0
611,973,973,9285070,GALANT,Cabinets & cupboards,4540.0,,True,https://www.ikea.com/sa/en/p/galant-storage-combination-with-drawers-black-stained-ash-veneer-s09285070/,Yes,"        Storage combination with drawers,          160x160 cm",45.0,160.0,160.0
612,974,974,29248656,LIXHULT,Cabinets & cupboards,198.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-dark-green-orange-s29248656/,Yes,"        Storage combination,          35x70 cm",35.0,70.0,35.0
613,975,975,29287214,IDÅSEN,Cabinets & cupboards,1090.0,,True,https://www.ikea.com/sa/en/p/idasen-high-cabinet-with-smart-lock-beige-s29287214/,Yes,"        High cabinet with smart lock,          45x172 cm",47.0,172.0,45.0
614,976,976,49265895,HAVSTA,Cabinets & cupboards,4580.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s49265895/,Yes,"        Storage comb w sliding glass doors,          242x47x212 cm",47.0,212.0,242.0
615,977,977,59279180,LIXHULT,Cabinets & cupboards,495.0,,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-red-s59279180/,Yes,"        Cabinet combination,          95x35x92 cm",35.0,70.0,95.0
616,978,978,69017833,BILLY / MORLIDEN,Cabinets & cupboards,1770.0,,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,Yes,"        Bookcase,          160x30x237 cm",30.0,237.0,160.0
617,986,986,19291315,HÄLLAN,Cabinets & cupboards,375.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19291315/,No,"        Storage combination with doors,          45x47x92 cm",47.0,92.0,45.0
618,989,989,20245959,BESTÅ,Cabinets & cupboards,110.0,,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245959/,Yes,"        Frame,          60x20x64 cm",20.0,64.0,60.0
619,990,990,19249406,HÄLLAN,Cabinets & cupboards,1400.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19249406/,No,"        Storage combination with doors,          90x47x167 cm",47.0,167.0,90.0
620,992,992,40299885,BESTÅ,Cabinets & cupboards,475.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-40299885/,Yes,"        TV bench,          120x40x64 cm",40.0,64.0,120.0
621,993,993,69265984,HAVSTA,Cabinets & cupboards,1540.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-with-doors-dark-brown-s69265984/,Yes,"        Storage combination with doors,          81x47x212 cm",47.0,212.0,81.0
622,994,994,69286806,BEKANT,Cabinets & cupboards,1000.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s69286806/,Yes,"        Storage unit with smart lock,          41x61 cm",45.0,61.0,41.0
623,996,996,9282528,BEKANT,Cabinets & cupboards,944.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-white-s09282528/,Yes,"        Storage unit on legs,          41x101 cm",45.0,101.0,41.0
624,997,997,39276682,HÄLLAN,Cabinets & cupboards,2775.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s39276682/,No,"        Storage combination with doors,          135x47x192 cm",47.0,192.0,135.0
625,998,998,49280754,BILLY / OXBERG,Cabinets & cupboards,1370.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-w-height-extension-ut-drs-white-s49280754/,Yes,"        Bookcase w height extension ut/drs,          160x30x237 cm",30.0,237.0,160.0
626,999,999,49298594,BESTÅ,Cabinets & cupboards,990.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,Yes,"        TV bench,          180x42x39 cm",42.0,39.0,180.0
627,1003,1003,20351515,BESTÅ,Cabinets & cupboards,75.0,,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,"        Drawer frame,          60x25x40 cm",40.0,25.0,60.0
628,1010,1010,39297514,BESTÅ,Cabinets & cupboards,1470.0,,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-and-drawers-white-lappviken-stubbarp-white-s39297514/,Yes,"        TV bench with doors and drawers,          240x42x74 cm",42.0,74.0,240.0
629,1011,1011,60303481,MALSJÖ,Cabinets & cupboards,1516.0,"1,895",True,https://www.ikea.com/sa/en/p/malsjoe-glass-door-cabinet-black-stained-black-stained-60303481/,No,"        Glass-door cabinet,          103x48x141 cm",48.0,141.0,103.0
630,1014,1014,79249328,HÄLLAN,Cabinets & cupboards,600.0,,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s79249328/,No,"        Storage combination with doors,          45x47x117 cm",47.0,117.0,45.0
631,1015,1015,9192518,BESTÅ,Cabinets & cupboards,2710.0,,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s09192518/,Yes,"        TV storage combination/glass doors,          240x40x230 cm",40.0,230.0,240.0
632,1016,1016,9248916,LIXHULT,Cabinets & cupboards,693.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-dark-green-red-orange-s09248916/,No,"        Storage combination,          95x127 cm",35.0,105.0,95.0
633,1017,1017,9265920,HAVSTA,Cabinets & cupboards,2980.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s09265920/,Yes,"        Storage combination w glass doors,          203x47x212 cm",47.0,212.0,203.0
634,1020,1020,19194456,BESTÅ,Cabinets & cupboards,2330.0,,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-brown-smoked-glass-s19194456/,Yes,"        TV storage combination/glass doors,          180x40x192 cm",40.0,192.0,180.0
635,1021,1021,19275235,HAVSTA,Cabinets & cupboards,3680.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19275235/,Yes,"        Storage comb w sliding glass doors,          243x47x212 cm",47.0,212.0,243.0
636,1022,1022,19286521,EKET,Cabinets & cupboards,1123.0,"1,182",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-golden-brown-dark-grey-s19286521/,Yes,"        Cabinet combination with feet,          70x35x212 cm",35.0,212.0,70.0
637,1023,1023,39275116,HAVSTA,Cabinets & cupboards,1395.0,,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-grey-clear-glass-s39275116/,Yes,"        Glass-door cabinet with plinth,          121x37x134 cm",37.0,134.0,121.0
638,1024,1024,39286841,BESTÅ / EKET,Cabinets & cupboards,1719.0,,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-golden-brown-s39286841/,Yes,"        Cabinet combination for TV,          210x40x220 cm",40.0,220.0,210.0
639,1025,1025,49194681,BESTÅ,Cabinets & cupboards,3340.0,,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s49194681/,Yes,"        TV storage combination/glass doors,          300x40x230 cm",40.0,230.0,300.0
640,1026,1026,59265965,HAVSTA,Cabinets & cupboards,4770.0,,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s59265965/,Yes,"        Storage combination w glass-doors,          243x47x212 cm",47.0,212.0,243.0
641,1027,1027,79248668,LIXHULT,Cabinets & cupboards,297.0,,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-dark-green-s79248668/,No,"        Storage combination,          105x70 cm",35.0,70.0,105.0
642,1028,1028,79286820,BEKANT,Cabinets & cupboards,1039.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s79286820/,Yes,"        Storage unit with smart lock,          41x101 cm",45.0,101.0,41.0
643,1029,1029,79286896,BEKANT,Cabinets & cupboards,1200.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s79286896/,Yes,"        Storage unit with smart lock,          41x101 cm",45.0,101.0,41.0
644,1030,1030,89217727,BILLY / OXBERG,Cabinets & cupboards,1735.0,,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-glass-s89217727/,Yes,"        Bookcase,          120x30x237 cm",30.0,237.0,120.0
