,index,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,depth,height,width
940,1645,1645,89297130,JONAXEL,Chests of drawers & drawer units,115.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s89297130/,No,"        Frame with wire baskets,          25x51x70 cm",51.0,70.0,25.0
941,1646,1646,99297144,JONAXEL,Chests of drawers & drawer units,170.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s99297144/,No,"        Frame with mesh baskets,          50x51x70 cm",51.0,70.0,50.0
942,1647,1647,10421665,NORDMELA,Chests of drawers & drawer units,636.0,795,True,https://www.ikea.com/sa/en/p/nordmela-chest-of-4-drawers-black-blue-10421665/,No,"        Chest of 4 drawers,          159x50 cm",44.0,50.0,159.0
943,1648,1648,60400415,TRYSIL,Chests of drawers & drawer units,445.0,,True,https://www.ikea.com/sa/en/p/trysil-chest-of-4-drawers-white-light-grey-60400415/,No,"        Chest of 4 drawers,          60x99 cm",40.0,99.0,60.0
944,1649,1649,89239507,NORDLI,Chests of drawers & drawer units,1300.0,"1,625",True,https://www.ikea.com/sa/en/p/nordli-chest-of-9-drawers-white-s89239507/,No,"        Chest of 9 drawers,          160x76 cm",47.0,76.0,160.0
945,1652,1652,90347167,VISTHUS,Chests of drawers & drawer units,521.5,745,True,https://www.ikea.com/sa/en/p/visthus-chest-of-6-drawers-grey-white-90347167/,No,"        Chest of 6 drawers,          63x126 cm",49.0,126.0,63.0
946,1653,1653,49277247,PLATSA,Chests of drawers & drawer units,456.0,570,True,https://www.ikea.com/sa/en/p/platsa-chest-of-3-drawers-white-fonnes-white-s49277247/,No,"        Chest of 3 drawers,          60x57x73 cm",57.0,73.0,60.0
947,1654,1654,79239490,NORDLI,Chests of drawers & drawer units,1860.0,"2,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-12-drawers-white-s79239490/,No,"        Chest of 12 drawers,          160x145 cm",47.0,145.0,160.0
948,1655,1655,60305705,BUSUNGE,Chests of drawers & drawer units,395.0,,True,https://www.ikea.com/sa/en/p/busunge-chest-of-2-drawers-white-60305705/,No,"        Chest of 2 drawers,          80x75 cm",40.0,75.0,80.0
949,1656,1656,70366784,SONGESAND,Chests of drawers & drawer units,645.0,,True,https://www.ikea.com/sa/en/p/songesand-chest-of-6-drawers-brown-70366784/,No,"        Chest of 6 drawers,          82x126 cm",50.0,126.0,82.0
950,1657,1657,69282399,BEKANT,Chests of drawers & drawer units,844.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s69282399/,Yes,"        Storage unit on legs,          41x61 cm",45.0,61.0,41.0
951,1658,1658,89252688,STUVA / FRITIDS,Chests of drawers & drawer units,545.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-bookcase-with-drawers-white-white-s89252688/,Yes,"        Bookcase with drawers,          60x50x128 cm",50.0,128.0,60.0
952,1659,1659,80433486,GODISHUS,Chests of drawers & drawer units,295.0,,True,https://www.ikea.com/sa/en/p/godishus-chest-of-3-drawers-white-80433486/,No,"        Chest of 3 drawers,          60x64 cm",40.0,64.0,60.0
953,1660,1660,29239497,NORDLI,Chests of drawers & drawer units,920.0,"1,150",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s29239497/,No,"        Chest of 6 drawers,          120x54 cm",47.0,54.0,120.0
954,1661,1661,79277255,PLATSA,Chests of drawers & drawer units,499.0,635,True,https://www.ikea.com/sa/en/p/platsa-chest-of-3-drawers-white-skatval-dark-grey-s79277255/,No,"        Chest of 3 drawers,          80x57x73 cm",57.0,73.0,80.0
955,1662,1662,9287291,IDÅSEN,Chests of drawers & drawer units,690.0,,True,https://www.ikea.com/sa/en/p/idasen-drawer-unit-with-smart-lock-golden-brown-s09287291/,Yes,"        Drawer unit with smart lock,          42x61 cm",47.0,61.0,42.0
956,1663,1663,9277211,PLATSA,Chests of drawers & drawer units,356.0,445,True,https://www.ikea.com/sa/en/p/platsa-chest-of-2-drawers-white-fonnes-white-s09277211/,No,"        Chest of 2 drawers,          60x57x53 cm",57.0,53.0,60.0
957,1664,1664,40244751,MICKE,Chests of drawers & drawer units,245.0,,True,https://www.ikea.com/sa/en/p/micke-drawer-unit-with-drop-file-storage-black-brown-40244751/,Yes,"        Drawer unit with drop-file storage,          35x75 cm",50.0,75.0,35.0
958,1665,1665,9297134,JONAXEL,Chests of drawers & drawer units,150.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s09297134/,No,"        Frame with wire baskets,          50x51x70 cm",51.0,70.0,50.0
959,1666,1666,49239496,NORDLI,Chests of drawers & drawer units,900.0,"1,125",True,https://www.ikea.com/sa/en/p/nordli-chest-of-4-drawers-white-s49239496/,Yes,"        Chest of 4 drawers,          160x54 cm",47.0,54.0,160.0
960,1667,1667,40196241,ALEX,Chests of drawers & drawer units,545.0,,True,https://www.ikea.com/sa/en/p/alex-drawer-unit-on-castors-white-40196241/,Yes,"        Drawer unit on castors,          67x66 cm",48.0,66.0,67.0
961,1668,1668,19297138,JONAXEL,Chests of drawers & drawer units,200.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s19297138/,No,"        Frame with wire baskets,          50x51x104 cm",51.0,104.0,50.0
962,1669,1669,69252712,STUVA / FRITIDS,Chests of drawers & drawer units,730.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-chest-of-6-drawers-white-white-s69252712/,Yes,"        Chest of 6 drawers,          60x50x128 cm",50.0,128.0,60.0
963,1670,1670,39239835,NORDLI,Chests of drawers & drawer units,460.0,575,True,https://www.ikea.com/sa/en/p/nordli-chest-of-3-drawers-white-s39239835/,Yes,"        Chest of 3 drawers,          40x76 cm",47.0,76.0,40.0
964,1671,1671,30415036,NORDLI,Chests of drawers & drawer units,240.0,300,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-anthracite-30415036/,Yes,"        Modular chest of drawers,          40x45 cm",47.0,45.0,40.0
965,1672,1672,19306185,JONAXEL,Chests of drawers & drawer units,160.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-castors-s19306185/,No,"        Frame with mesh baskets/castors,          25x51x73 cm",51.0,73.0,25.0
966,1673,1673,20229011,BUSUNGE,Chests of drawers & drawer units,395.0,,True,https://www.ikea.com/sa/en/p/busunge-chest-of-2-drawers-light-pink-20229011/,No,"        Chest of 2 drawers,          80x75 cm",40.0,75.0,80.0
967,1674,1674,10391324,TYSSEDAL,Chests of drawers & drawer units,945.0,,True,https://www.ikea.com/sa/en/p/tyssedal-chest-of-4-drawers-white-10391324/,No,"        Chest of 4 drawers,          67x102 cm",49.0,102.0,67.0
968,1675,1675,99239489,NORDLI,Chests of drawers & drawer units,1880.0,"2,350",True,https://www.ikea.com/sa/en/p/nordli-chest-of-12-drawers-white-s99239489/,No,"        Chest of 12 drawers,          120x145 cm",47.0,145.0,120.0
969,1676,1676,9252673,STUVA / FRITIDS,Chests of drawers & drawer units,415.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-chest-of-3-drawers-white-white-s09252673/,Yes,"        Chest of 3 drawers,          60x64 cm",50.0,64.0,60.0
970,1677,1677,60366789,SONGESAND,Chests of drawers & drawer units,595.0,,True,https://www.ikea.com/sa/en/p/songesand-chest-of-4-drawers-brown-60366789/,No,"        Chest of 4 drawers,          82x104 cm",50.0,104.0,82.0
971,1678,1678,9239498,NORDLI,Chests of drawers & drawer units,920.0,"1,150",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s09239498/,No,"        Chest of 6 drawers,          120x76 cm",47.0,76.0,120.0
972,1679,1679,99239494,NORDLI,Chests of drawers & drawer units,500.0,625,True,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s99239494/,Yes,"        Chest of 2 drawers,          80x54 cm",47.0,54.0,80.0
973,1680,1680,69276567,NORDLI,Chests of drawers & drawer units,920.0,"1,150",True,https://www.ikea.com/sa/en/p/nordli-chest-of-3-drawers-white-s69276567/,No,"        Chest of 3 drawers,          120x54 cm",47.0,54.0,120.0
974,1681,1681,9239827,NORDLI,Chests of drawers & drawer units,380.0,475,True,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s09239827/,Yes,"        Chest of 2 drawers,          40x54 cm",47.0,54.0,40.0
975,1682,1682,10383461,NORDLI,Chests of drawers & drawer units,320.0,400,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-2-drawers-white-10383461/,No,"        Modular chest of 2 drawers,          80x45 cm",47.0,45.0,80.0
976,1683,1683,29277229,PLATSA,Chests of drawers & drawer units,398.0,505,True,https://www.ikea.com/sa/en/p/platsa-chest-of-2-drawers-white-skatval-dark-grey-s29277229/,No,"        Chest of 2 drawers,          80x57x53 cm",57.0,53.0,80.0
977,1684,1684,20341003,ERIK,Chests of drawers & drawer units,395.0,,True,https://www.ikea.com/sa/en/p/erik-drawer-unit-w-3-drawers-on-castors-black-20341003/,Yes,"        Drawer unit w 3 drawers on castors,          41x57 cm",50.0,57.0,41.0
978,1685,1685,49297491,JONAXEL,Chests of drawers & drawer units,195.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-castors-s49297491/,No,"        Frame with mesh baskets/castors,          50x51x73 cm",51.0,73.0,50.0
979,1686,1686,9297488,JONAXEL,Chests of drawers & drawer units,230.0,237,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s09297488/,No,"        Frame with mesh baskets,          50x51x104 cm",51.0,104.0,50.0
980,1687,1687,89239499,NORDLI,Chests of drawers & drawer units,980.0,"1,225",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s89239499/,No,"        Chest of 6 drawers,          80x145 cm",47.0,145.0,80.0
981,1688,1688,29239505,NORDLI,Chests of drawers & drawer units,1540.0,"1,925",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s29239505/,Yes,"        Chest of 8 drawers,          160x99 cm",47.0,99.0,160.0
982,1689,1689,49248033,NORDLI,Chests of drawers & drawer units,960.0,"1,200",True,https://www.ikea.com/sa/en/p/nordli-chest-of-5-drawers-white-s49248033/,Yes,"        Chest of 5 drawers,          120x76 cm",47.0,76.0,120.0
983,1690,1690,79239843,NORDLI,Chests of drawers & drawer units,620.0,775,True,https://www.ikea.com/sa/en/p/nordli-chest-of-4-drawers-white-s79239843/,Yes,"        Chest of 4 drawers,          40x99 cm",47.0,99.0,40.0
984,1691,1691,59239504,NORDLI,Chests of drawers & drawer units,1220.0,"1,525",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s59239504/,Yes,"        Chest of 8 drawers,          160x54 cm",47.0,54.0,160.0
985,1692,1692,60365153,GALANT,Chests of drawers & drawer units,825.0,,True,https://www.ikea.com/sa/en/p/galant-drawer-unit-on-castors-black-stained-ash-veneer-60365153/,Yes,"        Drawer unit on castors,          45x55 cm",60.0,55.0,45.0
986,1693,1693,49211690,NORDLI,Chests of drawers & drawer units,1860.0,"2,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-12-drawers-anthracite-s49211690/,Yes,"        Chest of 12 drawers,          160x99 cm",47.0,99.0,160.0
987,1694,1694,60353763,KLIMPEN,Chests of drawers & drawer units,495.0,,True,https://www.ikea.com/sa/en/p/klimpen-drawer-unit-grey-light-grey-60353763/,No,"        Drawer unit,          33x70 cm",58.0,70.0,33.0
988,1695,1695,90383457,NORDLI,Chests of drawers & drawer units,240.0,300,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-2-drawers-white-90383457/,No,"        Modular chest of 2 drawers,          40x45 cm",47.0,45.0,40.0
989,1696,1696,19276522,NORDLI,Chests of drawers & drawer units,380.0,475,True,https://www.ikea.com/sa/en/p/nordli-chest-of-drawers-white-s19276522/,Yes,"        Chest of drawers,          40x54 cm",47.0,54.0,40.0
990,1697,1697,59297438,JONAXEL,Chests of drawers & drawer units,140.0,,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-castors-s59297438/,No,"        Frame with wire baskets/castors,          25x51x73 cm",51.0,73.0,25.0
991,1698,1698,90365161,GALANT,Chests of drawers & drawer units,1795.0,,True,https://www.ikea.com/sa/en/p/galant-drawer-unit-white-90365161/,Yes,"        Drawer unit,          80x80 cm",45.0,80.0,80.0
992,1699,1699,29248010,NORDLI,Chests of drawers & drawer units,1640.0,"2,050",True,https://www.ikea.com/sa/en/p/nordli-chest-of-10-drawers-white-s29248010/,Yes,"        Chest of 10 drawers,          160x99 cm",47.0,99.0,160.0
993,1700,1700,30151808,ERIK,Chests of drawers & drawer units,395.0,,True,https://www.ikea.com/sa/en/p/erik-drawer-unit-w-2-drawers-on-castors-white-30151808/,Yes,"        Drawer unit w 2 drawers on castors,          41x57 cm",50.0,57.0,41.0
994,1701,1701,20383465,NORDLI,Chests of drawers & drawer units,320.0,400,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-3-drawers-white-20383465/,No,"        Modular chest of 3 drawers,          40x68 cm",47.0,68.0,40.0
995,1702,1702,99279588,STUVA / FRITIDS,Chests of drawers & drawer units,375.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-toy-storage-with-wheels-white-light-blue-s99279588/,Yes,"        Toy storage with wheels,          60x50x64 cm",50.0,64.0,60.0
996,1703,1703,19276621,NORDLI,Chests of drawers & drawer units,1640.0,"2,050",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s19276621/,Yes,"        Chest of 8 drawers,          160x99 cm",47.0,99.0,160.0
997,1704,1704,69239495,NORDLI,Chests of drawers & drawer units,580.0,725,True,https://www.ikea.com/sa/en/p/nordli-chest-of-3-drawers-white-s69239495/,No,"        Chest of 3 drawers,          80x76 cm",47.0,76.0,80.0
998,1705,1705,40383474,NORDLI,Chests of drawers & drawer units,200.0,250,True,https://www.ikea.com/sa/en/p/nordli-top-and-plinth-white-40383474/,Yes,"        Top and plinth,          120x47 cm",47.0,8.0,120.0
999,1706,1706,50397913,IDÅSEN,Chests of drawers & drawer units,595.0,,True,https://www.ikea.com/sa/en/p/idasen-drawer-unit-on-castors-golden-brown-50397913/,Yes,"        Drawer unit on castors,          42x61 cm",47.0,61.0,42.0
1000,1707,1707,29276550,NORDLI,Chests of drawers & drawer units,1060.0,"1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-5-drawers-white-s29276550/,No,"        Chest of 5 drawers,          80x122 cm",47.0,122.0,80.0
1001,1708,1708,60365855,NORDLI,Chests of drawers & drawer units,320.0,400,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-2-drawers-anthracite-60365855/,No,"        Modular chest of 2 drawers,          80x45 cm",47.0,45.0,80.0
1002,1709,1709,69286806,BEKANT,Chests of drawers & drawer units,1000.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s69286806/,Yes,"        Storage unit with smart lock,          41x61 cm",45.0,61.0,41.0
1003,1710,1710,49286510,BEKANT,Chests of drawers & drawer units,939.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s49286510/,Yes,"        Storage unit with smart lock,          41x61 cm",45.0,61.0,41.0
1004,1711,1711,79282426,BEKANT,Chests of drawers & drawer units,905.0,,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s79282426/,Yes,"        Storage unit on castors,          41x61 cm",45.0,61.0,41.0
1005,1712,1712,40383469,NORDLI,Chests of drawers & drawer units,400.0,500,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-3-drawers-white-40383469/,No,"        Modular chest of 3 drawers,          80x68 cm",47.0,68.0,80.0
1006,1713,1713,99211758,NORDLI,Chests of drawers & drawer units,1060.0,"1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-anthracite-s99211758/,No,"        Chest of 7 drawers,          80x122 cm",47.0,122.0,80.0
1007,1714,1714,49276629,NORDLI,Chests of drawers & drawer units,1220.0,"1,525",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s49276629/,Yes,"        Chest of 6 drawers,          160x54 cm",47.0,54.0,160.0
1008,1715,1715,69276633,NORDLI,Chests of drawers & drawer units,1320.0,"1,650",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s69276633/,Yes,"        Chest of 6 drawers,          120x99 cm",47.0,99.0,120.0
1009,1716,1716,50391421,NORDLI,Chests of drawers & drawer units,140.0,175,True,https://www.ikea.com/sa/en/p/nordli-top-and-plinth-anthracite-50391421/,Yes,"        Top and plinth,          40x47 cm",47.0,8.0,40.0
1010,1717,1717,99239502,NORDLI,Chests of drawers & drawer units,1060.0,"1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s99239502/,No,"        Chest of 7 drawers,          80x122 cm",47.0,122.0,80.0
1011,1718,1718,19248015,NORDLI,Chests of drawers & drawer units,1580.0,"1,975",True,https://www.ikea.com/sa/en/p/nordli-chest-of-9-drawers-white-s19248015/,No,"        Chest of 9 drawers,          160x99 cm",47.0,99.0,160.0
1012,1719,1719,10365928,NORDLI,Chests of drawers & drawer units,320.0,400,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-3-drawers-anthracite-10365928/,No,"        Modular chest of 3 drawers,          40x68 cm",47.0,68.0,40.0
1013,1720,1720,19211757,NORDLI,Chests of drawers & drawer units,1060.0,"1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-anthracite-s19211757/,No,"        Chest of 6 drawers,          160x54 cm",47.0,54.0,160.0
1014,1721,1721,49276549,NORDLI,Chests of drawers & drawer units,620.0,775,True,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s49276549/,Yes,"        Chest of 2 drawers,          40x99 cm",47.0,99.0,40.0
1015,1722,1722,365924,NORDLI,Chests of drawers & drawer units,240.0,300,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-2-drawers-anthracite-00365924/,No,"        Modular chest of 2 drawers,          40x45 cm",47.0,45.0,40.0
1016,1723,1723,59211760,NORDLI,Chests of drawers & drawer units,980.0,"1,225",True,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-anthracite-s59211760/,No,"        Chest of 6 drawers,          80x99 cm",47.0,99.0,80.0
1017,1724,1724,79239503,NORDLI,Chests of drawers & drawer units,1320.0,"1,650",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s79239503/,Yes,"        Chest of 8 drawers,          120x99 cm",47.0,99.0,120.0
1018,1725,1725,9248006,NORDLI,Chests of drawers & drawer units,1080.0,"1,350",True,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s09248006/,Yes,"        Chest of 7 drawers,          80x99 cm",47.0,99.0,80.0
1019,1726,1726,79211759,NORDLI,Chests of drawers & drawer units,1320.0,"1,650",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-anthracite-s79211759/,No,"        Chest of 8 drawers,          120x99 cm",47.0,99.0,120.0
1020,1727,1727,10460888,SMÅGÖRA,Children's furniture,495.0,,True,https://www.ikea.com/sa/en/p/smagoera-wardrobe-white-10460888/,No,"        Wardrobe,          80x50x187 cm",50.0,187.0,80.0
1021,1728,1728,39337911,POÄNG,Children's furniture,179.0,,True,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-beige-s39337911/,No,        Children's armchair,56.0,68.0,47.0
1022,1733,1733,40365371,MAMMUT,Children's furniture,59.0,,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-white-40365371/,No,        Children's chair,36.0,67.0,39.0
1023,1734,1734,80382321,MAMMUT,Children's furniture,59.0,,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-pink-80382321/,No,        Children's chair,36.0,67.0,39.0
1024,1738,1738,60365346,MAMMUT,Children's furniture,59.0,,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-blue-60365346/,No,        Children's chair,36.0,67.0,39.0
1025,1740,1740,29042877,TROFAST,Children's furniture,365.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-s29042877/,Yes,"        Storage combination,          99x44x94 cm",44.0,94.0,99.0
1026,1741,1741,40365366,MAMMUT,Children's furniture,59.0,,True,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-red-40365366/,No,        Children's chair,36.0,67.0,39.0
1027,1742,1742,60248418,FÖRSIKTIG,Children's furniture,15.0,,True,https://www.ikea.com/sa/en/p/foersiktig-childrens-stool-white-green-60248418/,No,        Children's stool,24.0,13.0,37.0
1028,1744,1744,70392542,STRANDMON,Children's furniture,495.0,,True,https://www.ikea.com/sa/en/p/strandmon-childrens-armchair-vissle-grey-70392542/,No,        Children's armchair,62.0,71.0,56.0
1029,1745,1745,30213076,MICKE,Children's furniture,175.0,,True,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,Yes,"        Desk,          73x50 cm",50.0,75.0,73.0
1030,1746,1746,80201740,SUNDVIK,Children's furniture,245.0,,True,https://www.ikea.com/sa/en/p/sundvik-rocking-chair-white-80201740/,No,        Rocking-chair,69.0,57.0,37.0
1031,1748,1748,60306494,PÅHL,Children's furniture,125.0,,True,https://www.ikea.com/sa/en/p/pahl-desk-top-shelf-white-green-60306494/,No,"        Desk top shelf,          64x60 cm",17.0,60.0,64.0
1032,1750,1750,9903014,MICKE,Children's furniture,451.0,520,True,https://www.ikea.com/sa/en/p/micke-desk-white-s09903014/,Yes,"        Desk,          105x50 cm",50.0,140.0,105.0
1033,1751,1751,79898306,TROFAST,Children's furniture,155.0,,True,https://www.ikea.com/sa/en/p/trofast-wall-storage-white-white-s79898306/,No,"        Wall storage,          99x21x30 cm",21.0,30.0,99.0
1034,1752,1752,90116553,POÄNG,Children's furniture,179.0,,True,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-natural-90116553/,No,        Children's armchair,60.0,68.0,47.0
1035,1754,1754,10407136,IKEA PS LÖMSK,Children's furniture,345.0,,True,https://www.ikea.com/sa/en/p/ikea-ps-loemsk-swivel-armchair-white-red-10407136/,No,        Swivel armchair,62.0,75.0,59.0
1036,1756,1756,89228472,TROFAST,Children's furniture,350.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-green-s89228472/,Yes,"        Storage combination,          99x44x56 cm",44.0,56.0,99.0
1037,1758,1758,19102659,TROFAST,Children's furniture,395.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-pine-white-s19102659/,Yes,"        Storage combination,          94x44x52 cm",44.0,52.0,94.0
1038,1760,1760,80213074,MICKE,Children's furniture,276.0,345,True,https://www.ikea.com/sa/en/p/micke-desk-white-80213074/,Yes,"        Desk,          105x50 cm",50.0,75.0,105.0
1039,1761,1761,39252756,STUVA / FRITIDS,Children's furniture,425.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s39252756/,Yes,"        Wardrobe,          60x50x128 cm",50.0,128.0,60.0
1040,1762,1762,59252637,STUVA / FRITIDS,Children's furniture,395.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-bench-with-toy-storage-white-white-s59252637/,Yes,"        Bench with toy storage,          90x50x50 cm",50.0,50.0,90.0
1041,1763,1763,99228570,TROFAST,Children's furniture,195.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-pink-s99228570/,Yes,"        Storage combination,          46x30x94 cm",30.0,94.0,46.0
1042,1764,1764,80290779,FLISAT,Children's furniture,139.0,,True,https://www.ikea.com/sa/en/p/flisat-childrens-bench-adjustable-80290779/,No,        Children's bench,38.0,45.0,55.0
1043,1765,1765,60196358,SUNDVIK,Children's furniture,125.0,,True,https://www.ikea.com/sa/en/p/sundvik-childrens-chair-white-60196358/,No,        Children's chair,29.0,55.0,28.0
1044,1768,1768,80433486,GODISHUS,Children's furniture,295.0,,True,https://www.ikea.com/sa/en/p/godishus-chest-of-3-drawers-white-80433486/,No,"        Chest of 3 drawers,          60x64 cm",40.0,64.0,60.0
1045,1769,1769,10091453,TROFAST,Children's furniture,275.0,,True,https://www.ikea.com/sa/en/p/trofast-frame-white-10091453/,No,"        Frame,          99x44x94 cm",44.0,94.0,99.0
1046,1770,1770,19275075,STUVA / FRITIDS,Children's furniture,1545.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19275075/,Yes,"        Wardrobe,          120x50x192 cm",50.0,192.0,120.0
1047,1771,1771,50422494,GODISHUS,Children's furniture,395.0,,True,https://www.ikea.com/sa/en/p/godishus-wardrobe-white-50422494/,No,"        Wardrobe,          60x51x178 cm",51.0,178.0,60.0
1048,1773,1773,80371520,TROGEN,Children's furniture,89.0,,True,https://www.ikea.com/sa/en/p/trogen-childrens-step-stool-yellow-80371520/,No,"        Children's step stool,          40x38x33 cm",38.0,33.0,40.0
1049,1774,1774,50171122,TROFAST,Children's furniture,125.0,,True,https://www.ikea.com/sa/en/p/trofast-wall-storage-white-50171122/,No,"        Wall storage,          99x30 cm",21.0,30.0,99.0
1050,1777,1777,60305705,BUSUNGE,Children's furniture,395.0,,True,https://www.ikea.com/sa/en/p/busunge-chest-of-2-drawers-white-60305705/,No,"        Chest of 2 drawers,          80x75 cm",40.0,75.0,80.0
1051,1778,1778,30306495,PÅHL,Children's furniture,100.0,,True,https://www.ikea.com/sa/en/p/pahl-add-on-unit-white-green-30306495/,Yes,"        Add-on unit,          64x39 cm",17.0,39.0,64.0
1052,1781,1781,29228470,TROFAST,Children's furniture,365.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s29228470/,Yes,"        Storage combination,          99x44x56 cm",44.0,56.0,99.0
1053,1782,1782,99228476,TROFAST,Children's furniture,250.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s99228476/,Yes,"        Storage combination,          46x30x145 cm",30.0,145.0,46.0
1054,1783,1783,90253535,AGAM,Children's furniture,195.0,,True,https://www.ikea.com/sa/en/p/agam-junior-chair-white-90253535/,No,        Junior chair,43.0,79.0,41.0
1055,1786,1786,49123405,TROFAST,Children's furniture,350.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s49123405/,No,"        Storage combination,          99x44x56 cm",44.0,56.0,99.0
1056,1787,1787,10269696,SUNDVIK,Children's furniture,1095.0,,True,https://www.ikea.com/sa/en/p/sundvik-wardrobe-white-10269696/,No,"        Wardrobe,          80x50x171 cm",50.0,171.0,80.0
1057,1790,1790,9252593,LANGUR,Children's furniture,345.0,,True,https://www.ikea.com/sa/en/p/langur-junior-highchair-white-s09252593/,No,        Junior/highchair,61.0,87.0,56.0
1058,1792,1792,20305707,BUSUNGE,Children's furniture,645.0,,True,https://www.ikea.com/sa/en/p/busunge-wardrobe-white-20305707/,No,"        Wardrobe,          80x139 cm",52.0,139.0,80.0
1059,1794,1794,80196357,SUNDVIK,Children's furniture,125.0,,True,https://www.ikea.com/sa/en/p/sundvik-childrens-chair-grey-brown-80196357/,No,        Children's chair,29.0,55.0,28.0
1060,1795,1795,80229008,BUSUNGE,Children's furniture,645.0,,True,https://www.ikea.com/sa/en/p/busunge-wardrobe-light-pink-80229008/,No,"        Wardrobe,          80x139 cm",52.0,139.0,80.0
1061,1796,1796,89102095,TROFAST,Children's furniture,475.0,,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-pine-white-s89102095/,Yes,"        Storage combination,          94x44x91 cm",44.0,91.0,94.0
1062,1797,1797,29252912,STUVA / FRITIDS,Children's furniture,830.0,,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s29252912/,Yes,"        Wardrobe,          60x50x192 cm",50.0,192.0,60.0
