product_id,product_category,Height,width,material,color,product_image,product_brand,product_price,product_offer,product_rate,seller_id,product_name,product_description,depth
49286341,Bookcases & shelving units,70,105,,,,,268,,,,EKET,"        Wall-mounted cabinet combination,          105x35x70 cm",35
49301921,Bookcases & shelving units,202,60,,,,,1155,,,,BESTÅ,"        Storage combination w glass doors,          60x22x202 cm",22
99286862,Bookcases & shelving units,210,300,,,,,1578,,,,BESTÅ / EKET,"        Cabinet combination for TV,          300x42x210 cm",42
59248320,Bookcases & shelving units,179,89,,,,,371,,,,IVAR,"        1 section/shelves,          89x50x179 cm",50
335885,Bookcases & shelving units,4,5,,,,,6,,,,SKÅDIS,        Connector for ALGOT,2
70391038,Bookcases & shelving units,212,61,,,,,695,,,,HAVSTA,"        Shelving unit with plinth,          61x37x212 cm",37
10334611,Bookcases & shelving units,10,69,,,,,75,,,,EKET,"        Underframe,          70x35x10 cm",34
89272709,Bookcases & shelving units,190,170,,,,,1710,,,,BROR,"        Shelving unit with cabinets,          170x40x190 cm",40
9177626,Bookcases & shelving units,237,40,,,,,305,,,,BILLY,"        Bookcase,          40x28x237 cm",28
19266603,Bookcases & shelving units,74,120,,,,,910,,,,BESTÅ,"        TV bench with doors,          120x42x74 cm",42
29248208,Bookcases & shelving units,226,344,,,,,2275,,,,IVAR,"        4 sections/shelves/cabinet,          344x30x226 cm",30
80344923,Bookcases & shelving units,35,70,,,,,375,,,,EKET,"        Cabinet with 2 drawers,          70x35x35 cm",35
49189203,Bookcases & shelving units,72,105,,,,,515,,,,EKET,"        Cabinet combination with feet,          105x35x72 cm",35
99297144,Bookcases & shelving units,70,50,,,,,170,,,,JONAXEL,"        Frame with mesh baskets,          50x51x70 cm",51
10293597,Bookcases & shelving units,100,100,,,,,40,,,,NANNARP,        Leg,100
39231603,Bookcases & shelving units,64,180,,,,,795,,,,BESTÅ,"        Wall-mounted cabinet combination,          180x42x64 cm",42
69287373,Bookcases & shelving units,106,40,,,,,315,,,,BILLY / MORLIDEN,"        Bookcase with glass door,          40x30x106 cm",30
29278262,Bookcases & shelving units,147,112,,,,,745,,,,KALLAX,"        Shelving unit with 6 inserts,          112x147 cm",39
79286636,Bookcases & shelving units,210,210,,,,,2020,,,,EKET,"        Cabinet combination with legs,          210x35x210 cm",35
60409294,Bookcases & shelving units,81,80,,,,,225,,,,KOLBJÖRN,"        Shelving unit in/outdoor,          80x81 cm",35
19297138,Bookcases & shelving units,104,50,,,,,200,,,,JONAXEL,"        Frame with wire baskets,          50x51x104 cm",51
50373709,Bookcases & shelving units,35,35,,,,,79,,,,EKET,"        Cabinet,          35x35x35 cm",35
79094213,Bookcases & shelving units,197,46,,,,,271.2,,,,ALGOT,"        Wall upright/shelves,          46x41x197 cm",41
89030584,Bookcases & shelving units,147,147,,,,,555,,,,KALLAX,"        Shelving unit with 4 inserts,          147x147 cm",39
344941,Bookcases & shelving units,70,35,,,,,175,,,,EKET,"        Cabinet w door and 2 shelves,          35x25x70 cm",25
49311492,Bookcases & shelving units,104,50,,,,,95,,,,JONAXEL,"        Frame with clothes rail,          50x51x104 cm",51
59276266,Bookcases & shelving units,74,180,,,,,1380,,,,BESTÅ,"        TV bench with drawers,          180x42x74 cm",42
19286272,Bookcases & shelving units,70,70,,,,,255,,,,EKET,"        Wall-mounted shelving unit w 4 comp,          70x35x70 cm",35
90334612,Bookcases & shelving units,10,34,,,,,45,,,,EKET,"        Underframe,          35x25x10 cm",24
30269129,Bookcases & shelving units,49,180,,,,,1195,,,,BESTÅ BURS,"        TV bench,          180x41x49 cm",41
323359,Bookcases & shelving units,35,40,,,,,80,,,,BILLY,"        Height extension unit,          40x28x35 cm",28
60293566,Bookcases & shelving units,100,44,,,,,35,,,,STUBBARP,        Leg,44
80294503,Bookcases & shelving units,38,120,,,,,375,,,,BESTÅ,"        TV bench,          120x40x38 cm",40
39272641,Bookcases & shelving units,110,65,,,,,345,,,,BROR,"        Shelving unit,          65x40x110 cm",40
20245959,Bookcases & shelving units,64,60,,,,,110,,,,BESTÅ,"        Frame,          60x20x64 cm",20
9248544,Bookcases & shelving units,226,344,,,,,1155,,,,IVAR,"        4 sections/shelves,          344x30x226 cm",30
60371762,Bookcases & shelving units,197,49,,,,,556,,,,HEMNES,"        Bookcase,          49x197 cm",37
19020480,Bookcases & shelving units,202,80,,,,,695,,,,BILLY / MORLIDEN,"        Bookcase,          80x30x202 cm",30
49133616,Bookcases & shelving units,147,147,,,,,755,,,,KALLAX,"        Desk combination,          147x147x159 cm",159
79294542,Bookcases & shelving units,175,200,,,,,640,,,,VITTSJÖ,"        Storage combination,          200x36x175 cm",36
29287445,Bookcases & shelving units,237,40,,,,,500,,,,BILLY / OXBERG,"        Bookcase with glass door,          40x30x237 cm",30
49203355,Bookcases & shelving units,230,240,,,,,2534.5,,,,BESTÅ,"        TV storage combination/glass doors,          240x40x230 cm",40
20365188,Bookcases & shelving units,120,80,,,,,575,,,,GALANT,"        Shelf unit,          80x120 cm",45
79189150,Bookcases & shelving units,210,175,,,,,1044,,,,EKET,"        Wall-mounted cabinet combination,          175x35x210 cm",35
30294987,Bookcases & shelving units,19,69,,,,,49,,,,SKUBB,"        Storage case,          69x55x19 cm",55
70294508,Bookcases & shelving units,38,180,,,,,475,,,,BESTÅ,"        TV bench,          180x40x38 cm",40
39303968,Bookcases & shelving units,190,85,,,,,565,,,,BROR,"        Shelving unit,          85x55x190 cm",55
49285817,Bookcases & shelving units,35,35,,,,,94,,,,EKET,"        Wall-mounted shelving unit,          35x35x35 cm",35
40299885,Bookcases & shelving units,64,120,,,,,475,,,,BESTÅ,"        TV bench,          120x40x64 cm",40
9017831,Bookcases & shelving units,106,200,,,,,925,,,,BILLY / MORLIDEN,"        Bookcase,          200x30x106 cm",30
19282924,Bookcases & shelving units,128,120,,,,,1570,,,,BESTÅ,"        Storage combination w glass doors,          120x40x128 cm",40
99217755,Bookcases & shelving units,237,80,,,,,995,,,,BILLY / OXBERG,"        Bookcase,          80x30x237 cm",30
69184431,Bookcases & shelving units,176,86,,,,,450,,,,SVALNÄS,"        Wall-mounted shelf combination,          86x25x176 cm",25
79276246,Bookcases & shelving units,199,132,,,,,429,,,,ALGOT,"        Wall upright/shelves/rod,          132x41x199 cm",41
89277113,Bookcases & shelving units,106,80,,,,,245,,,,BILLY / BOTTNA,"        Bookcase with display shelf,          80x28x106 cm",28
19030592,Bookcases & shelving units,147,147,,,,,615,,,,KALLAX,"        Shelving unit with 8 inserts,          147x147 cm",39
29280731,Bookcases & shelving units,202,160,,,,,1330,,,,BILLY / OXBERG,"        Bookcase with panel/glass doors,          160x30x202 cm",30
59204420,Bookcases & shelving units,170,180,,,,,1469,,,,BESTÅ / EKET,"        Cabinet combination for TV,          180x40x170 cm",40
89020472,Bookcases & shelving units,237,120,,,,,915,,,,BILLY,"        Bookcase,          120x28x237 cm",28
19194649,Bookcases & shelving units,230,300,,,,,4260,,,,BESTÅ,"        TV storage combination/glass doors,          300x40x230 cm",40
19903834,Bookcases & shelving units,197,132,,,,,302,,,,ALGOT,"        Wall upright/shelves/drying rack,          132x61x197 cm",61
39323990,Bookcases & shelving units,173,99,,,,,660,,,,JONAXEL,"        Frame/mesh baskets/shelving units,          99x51x173 cm",51
29248374,Bookcases & shelving units,179,259,,,,,795,,,,IVAR,"        3 sections/shelves,          259x30x179 cm",30
59277119,Bookcases & shelving units,202,40,,,,,235,,,,BILLY / BOTTNA,"        Bookcase with display shelf,          40x28x202 cm",28
89303956,Bookcases & shelving units,190,85,,,,,515,,,,BROR,"        Shelving unit,          85x40x190 cm",40
10245846,Bookcases & shelving units,64,120,,,,,225,,,,BESTÅ,"        Frame,          120x40x64 cm",40
49248325,Bookcases & shelving units,179,134,,,,,612,,,,IVAR,"        2 sections/shelves,          134x50x179 cm",50
59297438,Bookcases & shelving units,73,25,,,,,140,,,,JONAXEL,"        Frame with wire baskets/castors,          25x51x73 cm",51
9248351,Bookcases & shelving units,124,174,,,,,592,,,,IVAR,"        2 sections/shelves,          174x50x124 cm",50
9305068,Bookcases & shelving units,202,120,,,,,1390,,,,BESTÅ,"        Storage combination with doors,          120x42x202 cm",42
19231152,Bookcases & shelving units,197,229,,,,,2346,,,,HEMNES,"        Bookcase,          229x197 cm",37
29287370,Bookcases & shelving units,106,80,,,,,415,,,,BILLY / MORLIDEN,"        Bookcase with glass-doors,          80x30x106 cm",30
39283003,Bookcases & shelving units,190,85,,,,,855,,,,BROR,"        Shelving unit with cabinet,          85x40x190 cm",40
69248348,Bookcases & shelving units,124,174,,,,,350,,,,IVAR,"        2 sections/shelves,          174x30x124 cm",30
9297657,Bookcases & shelving units,173,99,,,,,390,,,,JONAXEL,"        Shelving unit with clothes rail,          99x51x173 cm",51
49280749,Bookcases & shelving units,237,160,,,,,1790,,,,BILLY / OXBERG,"        Bookcase w height extension ut/drs,          160x30x237 cm",30
49297660,Bookcases & shelving units,173,99,,,,,490,,,,JONAXEL,"        Frame/wire baskets/clothes rails,          99x51x173 cm",51
49298594,Bookcases & shelving units,39,180,,,,,990,,,,BESTÅ,"        TV bench,          180x42x39 cm",42
59177624,Bookcases & shelving units,237,120,,,,,1735,,,,BILLY / OXBERG,"        Bookcase,          120x30x237 cm",30
79297526,Bookcases & shelving units,74,240,,,,,1620,,,,BESTÅ,"        TV bench with doors and drawers,          240x42x74 cm",42
99020481,Bookcases & shelving units,202,160,,,,,1570,,,,BILLY / OXBERG,"        Bookcase,          160x30x202 cm",30
99046443,Bookcases & shelving units,214,276,,,,,3435,,,,LIATORP,"        Storage combination,          276x214 cm",38
39272655,Bookcases & shelving units,110,85,,,,,375,,,,BROR,"        Shelving unit,          85x55x110 cm",55
30247378,Bookcases & shelving units,38,60,,,,,125,,,,BESTÅ,"        Frame,          60x40x38 cm",40
80247371,Bookcases & shelving units,192,60,,,,,225,,,,BESTÅ,"        Frame,          60x40x192 cm",40
99031408,Bookcases & shelving units,171,230,,,,,735,,,,HEJNE,"        3 sections/shelves,          230x50x171 cm",50
20245964,Bookcases & shelving units,64,60,,,,,135,,,,BESTÅ,"        Frame,          60x40x64 cm",40
29221765,Bookcases & shelving units,176,86,,,,,660,,,,SVALNÄS,"        Wall-mounted storage combination,          86x35x176 cm",35
39017486,Bookcases & shelving units,147,147,,,,,695,,,,KALLAX,"        Shelving unit with 4 inserts,          147x147 cm",39
59291634,Bookcases & shelving units,161,171,,,,,1140,,,,KOLBJÖRN,"        Shelving unit with 2 cabinets,          171x37 cm",37
9302908,Bookcases & shelving units,179,89,,,,,588,,,,IVAR,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50
40419958,Bookcases & shelving units,70,50,,,,,70,,,,JONAXEL,"        Frame,          50x51x70 cm",51
89280747,Bookcases & shelving units,202,160,,,,,1480,,,,BILLY / OXBERG,"        Bookcase with panel/glass doors,          160x30x202 cm",30
9287979,Bookcases & shelving units,179,174,,,,,636,,,,IVAR,"        Shelving unit with clothes rail,          174x50x179 cm",50
351248,Bookcases & shelving units,25,60,,,,,75,,,,BESTÅ,"        Drawer frame,          60x25x40 cm",40
10343328,Bookcases & shelving units,181,45,,,,,645,,,,VEBERÖD,"        Shelving unit,          45x181 cm",45
59287340,Bookcases & shelving units,237,80,,,,,1085,,,,BILLY,"        Bookcase w hght ext ut/pnl/glss drs,          80x30x237 cm",30
9251348,Bookcases & shelving units,179,179,,,,,1137,,,,IVAR,"        4 sections/shelves,          179x50x179 cm",50
9301131,Bookcases & shelving units,193,60,,,,,1150,,,,BESTÅ,"        Storage combination w glass doors,          60x42x193 cm",42
29286728,Bookcases & shelving units,210,210,,,,,1830,,,,EKET,"        Cabinet combination with legs,          210x35x210 cm",35
40422324,Bookcases & shelving units,172,81,,,,,135,,,,IVAR,"        Cover,          81x172 cm",43
49275088,Bookcases & shelving units,134,81,,,,,625,,,,HAVSTA,"        Shelving unit with plinth,          81x37x134 cm",37
59184441,Bookcases & shelving units,176,297,,,,,2605,,,,SVALNÄS,"        Wall-mounted storage combination,          297x35x176 cm",35
59203128,Bookcases & shelving units,192,180,,,,,1824.5,,,,BESTÅ,"        TV storage combination/glass doors,          180x40x192 cm",40
69903836,Bookcases & shelving units,197,66,,,,,130,,,,ALGOT,"        Wall upright/drying rack,          66x41x197 cm",41
70299879,Bookcases & shelving units,64,180,,,,,595,,,,BESTÅ,"        TV bench,          180x40x64 cm",40
89299129,Bookcases & shelving units,128,240,,,,,1645,,,,BESTÅ,"        TV storage combination/glass doors,          240x42x128 cm",42
89311466,Bookcases & shelving units,173,148,,,,,830,,,,JONAXEL,"        Frame/mesh baskets/clothes rails,          142-178x51x173 cm",51
99291646,Bookcases & shelving units,162,80,,,,,450,,,,KOLBJÖRN,"        Shelving unit in/outdoor,          80x35x162 cm",35
9297134,Bookcases & shelving units,70,50,,,,,150,,,,JONAXEL,"        Frame with wire baskets,          50x51x70 cm",51
340047,Bookcases & shelving units,4,29,,,,,15,,,,EKET,"        Suspension rail,          35 cm",1
40351246,Bookcases & shelving units,15,60,,,,,60,,,,BESTÅ,"        Drawer frame,          60x15x40 cm",40
19278328,Bookcases & shelving units,147,147,,,,,745,,,,KALLAX,"        Shelving unit with 4 inserts,          147x147 cm",39
40310208,Bookcases & shelving units,3,83,,,,,45,,,,IVAR,"        Bottle rack,          83x30 cm",30
50300015,Bookcases & shelving units,66,76,,,,,495,,,,BROR,"        Cabinet with 2 doors,          76x40x66 cm",40
40263853,Bookcases & shelving units,35,80,,,,,100,,,,BILLY,"        Height extension unit,          80x28x35 cm",28
9278338,Bookcases & shelving units,182,182,,,,,1350,,,,KALLAX,"        Shelving unit with 10 inserts,          182x182 cm",39
29287997,Bookcases & shelving units,179,89,,,,,674,,,,IVAR,"        Shelving unit with cover,          89x50x179 cm",50
9188842,Bookcases & shelving units,120,105,,,,,414,,,,EKET,"        Wall-mounted cabinet combination,          105x35x120 cm",35
9192518,Bookcases & shelving units,230,240,,,,,2710,,,,BESTÅ,"        TV storage combination/glass doors,          240x40x230 cm",40
9303960,Bookcases & shelving units,110,254,,,,,1035,,,,BROR,"        Shelving unit,          254x40x110 cm",40
19275136,Bookcases & shelving units,212,142,,,,,2235,,,,HAVSTA,"        Storage combination,          142x47x212 cm",47
19297685,Bookcases & shelving units,173,148,,,,,990,,,,JONAXEL,"        Frame/mesh baskets/shelving units,          148x51x173 cm",51
19309725,Bookcases & shelving units,85,189,,,,,458,,,,ALGOT,"        Wall upright/shelves,          189x41x85 cm",41
19930205,Bookcases & shelving units,199,132,,,,,414,,,,ALGOT,"        Wall upright/shelves,          132x41x199 cm",41
39248359,Bookcases & shelving units,179,174,,,,,1000,,,,IVAR,"        2 sections/shelves/cabinet,          174x30x179 cm",30
39311256,Bookcases & shelving units,173,173,,,,,745,,,,JONAXEL,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x173 cm",51
39903833,Bookcases & shelving units,197,66,,,,,134.6,,,,ALGOT,"        Wall upright/shelves/drying rack,          66x61x197 cm",61
59279043,Bookcases & shelving units,94,211,,,,,386,,,,OLAUS,"        2 shelf sections,          211x36x94 cm",36
69248211,Bookcases & shelving units,226,259,,,,,1870,,,,IVAR,"        3 sections/cabinet/shelves,          259x30x226 cm",30
69294566,Bookcases & shelving units,175,300,,,,,1035,,,,VITTSJÖ,"        TV storage combination,          300x36x175 cm",36
89285467,Bookcases & shelving units,85,127,,,,,321,,,,ALGOT,"        Shelving unit,          127x41x85 cm",41
90349005,Bookcases & shelving units,10,69,,,,,75,,,,EKET,"        Underframe,          70x25x10 cm",24
49303958,Bookcases & shelving units,190,254,,,,,1545,,,,BROR,"        Shelving unit,          254x40x190 cm",40
90333938,Bookcases & shelving units,70,35,,,,,250,,,,EKET,"        Cabinet w door and 1 shelf,          35x35x70 cm",35
10373495,Bookcases & shelving units,134,121,,,,,1495,,,,BEKANT,"        Shelving unit,          121x134 cm",45
29308645,Bookcases & shelving units,173,198,,,,,885,,,,JONAXEL,"        Frame/w bskts/clths rl/shlv uts,          198x51x173 cm",51
80385348,Bookcases & shelving units,14,39,,,,,75,,,,IVAR,"        Drawer,          39x30x14 cm",30
9285683,Bookcases & shelving units,179,174,,,,,726,,,,IVAR,"        Shelving unit with shelves/rails,          174x50x179 cm",50
10388661,Bookcases & shelving units,12,81,,,,,80,,,,HAVSTA,"        Plinth,          81x37x12 cm",37
49903842,Bookcases & shelving units,197,66,,,,,231.6,,,,ALGOT,"        Wall upright/shelves,          66x61x197 cm",61
69017475,Bookcases & shelving units,147,147,,,,,895,,,,KALLAX,"        Shelving unit with 8 inserts,          147x147 cm",39
79320758,Bookcases & shelving units,176,213,,,,,1830,,,,SVALNÄS,"        Wall-mounted workspace combination,          213x35x176 cm",35
89248535,Bookcases & shelving units,226,259,,,,,1085,,,,IVAR,"        3 sections/shelves,          259x50x226 cm",50
9903820,Bookcases & shelving units,197,66,,,,,234,,,,ALGOT,"        Wall upright/shelves/rod,          66x41x197 cm",41
19221087,Bookcases & shelving units,212,140,,,,,1218,,,,EKET,"        Cabinet combination with feet,          140x35x212 cm",35
19277116,Bookcases & shelving units,202,80,,,,,315,,,,BILLY / BOTTNA,"        Bookcase with display shelf,          80x28x202 cm",28
29286399,Bookcases & shelving units,70,175,,,,,661,,,,EKET,"        Wall-mounted cabinet combination,          175x35x70 cm",35
29294554,Bookcases & shelving units,175,202,,,,,695,,,,VITTSJÖ,"        Storage combination,          202x36x175 cm",36
29912767,Bookcases & shelving units,84,190,,,,,528.2,,,,ALGOT,"        Wall upright/shelves/rod,          190x40x84 cm",40
49017749,Bookcases & shelving units,87,190,,,,,474.2,,,,ALGOT,"        Wall upright/shelves,          190x41x87 cm",41
40211595,Bookcases & shelving units,80,160,,,,,695,,,,GALANT,"        Add-on unit,          160x80 cm",40
49320774,Bookcases & shelving units,176,233,,,,,1840,,,,SVALNÄS,"        Wall-mounted workspace combination,          233x35x176 cm",35
59276172,Bookcases & shelving units,199,132,,,,,477,,,,ALGOT,"        Wall upright/shelves/rod,          132x41x199 cm",41
59287986,Bookcases & shelving units,179,89,,,,,498,,,,IVAR,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50
79265926,Bookcases & shelving units,212,203,,,,,2980,,,,HAVSTA,"        Storage combination w glass doors,          203x47x212 cm",47
79272677,Bookcases & shelving units,133,161,,,,,1335,,,,BROR,"        Shelving unit with cabinets,          161x40x133 cm",40
79303103,Bookcases & shelving units,197,132,,,,,383.8,,,,ALGOT,"        Wall upright/shelves/drying rack,          132x61x197 cm",61
99221026,Bookcases & shelving units,105,70,,,,,978,,,,EKET,"        Wall-mounted cabinet combination,          70x35x105 cm",35
49248354,Bookcases & shelving units,226,174,,,,,878,,,,IVAR,"        2 sections/shelves,          174x50x226 cm",50
19272699,Bookcases & shelving units,190,254,,,,,1335,,,,BROR,"        Shelving unit,          254x40x190 cm",40
49282994,Bookcases & shelving units,190,85,,,,,530,,,,BROR,"        Shelving unit,          85x40x190 cm",40
80340048,Bookcases & shelving units,4,63,,,,,20,,,,EKET,"        Suspension rail,          70 cm",1
89283005,Bookcases & shelving units,110,85,,,,,670,,,,BROR,"        Shelving unit with cabinets,          85x40x110 cm",40
89294532,Bookcases & shelving units,175,200,,,,,790,,,,VITTSJÖ,"        Storage combination,          200x36x175 cm",36
69903799,Bookcases & shelving units,197,46,,,,,204,,,,ALGOT,"        Wall upright/shelves,          46x41x197 cm",41
322897,Bookcases & shelving units,39,61,,,,,310,,,,SVALNÄS,"        Cabinet with 2 doors,          61x35 cm",35
10353765,Bookcases & shelving units,70,58,,,,,345,,,,KLIMPEN,"        Table leg with storage,          58x70 cm",33
20390574,Bookcases & shelving units,10,4,,,,,45,,,,STALLARP,        Leg,4
40247368,Bookcases & shelving units,128,60,,,,,195,,,,BESTÅ,"        Frame,          60x40x128 cm",40
70388639,Bookcases & shelving units,123,81,,,,,545,,,,HAVSTA,"        Shelving unit,          81x35x123 cm",35
79184435,Bookcases & shelving units,176,66,,,,,410,,,,SVALNÄS,"        Wall-mounted shelf combination,          66x25x176 cm",25
99303970,Bookcases & shelving units,190,254,,,,,1315,,,,BROR,"        Shelving unit,          254x55x190 cm",55
39286558,Bookcases & shelving units,74,180,,,,,141,,,,HYLLIS,"        Shelving units with covers,          180x27x74 cm",27
69272649,Bookcases & shelving units,110,65,,,,,375,,,,BROR,"        Shelving unit,          65x55x110 cm",55
9300650,Bookcases & shelving units,193,300,,,,,2635,,,,BESTÅ,"        TV storage combination/glass doors,          300x42x193 cm",42
19057483,Bookcases & shelving units,128,60,,,,,480,,,,BESTÅ,"        Wall cabinet with 2 doors,          60x22x128 cm",22
19276414,Bookcases & shelving units,199,132,,,,,598,,,,ALGOT / SKÅDIS,"        Wall upright/shelves/rod,          132x41x199 cm",41
39184437,Bookcases & shelving units,176,130,,,,,1395,,,,SVALNÄS,"        Wall-mounted storage combination,          130x35x176 cm",35
39292026,Bookcases & shelving units,202,80,,,,,595,,,,BILLY / MORLIDEN,"        Bookcase with glass-doors,          80x30x202 cm",30
49133579,Bookcases & shelving units,124,89,,,,,365,,,,IVAR,"        1 section/bottle racks,          89x30x124 cm",30
40206476,Bookcases & shelving units,80,80,,,,,395,,,,GALANT,"        Add-on unit,          80x80 cm",40
49221062,Bookcases & shelving units,180,210,,,,,1260,,,,EKET,"        Cabinet combination with feet,          210x35x180 cm",35
49272706,Bookcases & shelving units,190,234,,,,,1345,,,,BROR,"        Shelving unit,          234x55x190 cm",55
49299032,Bookcases & shelving units,48,180,,,,,1215,,,,BESTÅ,"        TV bench,          180x42x48 cm",42
49302874,Bookcases & shelving units,179,89,,,,,453,,,,IVAR,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50
59303477,Bookcases & shelving units,226,344,,,,,2275,,,,IVAR,"        Shelving unit w cabinets/drawers,          344x30x226 cm",30
69017833,Bookcases & shelving units,237,160,,,,,1770,,,,BILLY / MORLIDEN,"        Bookcase,          160x30x237 cm",30
69239607,Bookcases & shelving units,197,132,,,,,347,,,,ALGOT,"        Wall upright/shelves/rod,          132x41x197 cm",41
69275718,Bookcases & shelving units,110,170,,,,,1340,,,,BROR,"        Shelving unit with cabinets,          170x40x110 cm",40
69288018,Bookcases & shelving units,179,259,,,,,1045,,,,IVAR,"        Shelving unit with shelves/rails,          259x50x179 cm",50
69304754,Bookcases & shelving units,179,259,,,,,1745,,,,IVAR,"        Shelving unit w tbl/cabinets/shlvs,          259x30-104x179 cm",30
89248371,Bookcases & shelving units,226,219,,,,,1045,,,,IVAR,"        3 sections/shelves,          219x30x226 cm",30
89287683,Bookcases & shelving units,226,89,,,,,428,,,,IVAR,"        Shelving unit with clothes rail,          89x50x226 cm",50
89297663,Bookcases & shelving units,173,173,,,,,670,,,,JONAXEL,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",51
89323723,Bookcases & shelving units,179,259,,,,,1980,,,,IVAR,"        Shelving unit w cabinets/drawers,          259x30x179 cm",30
99248380,Bookcases & shelving units,124,259,,,,,990,,,,IVAR,"        3 sections/shelves/cabinet,          259x30x124 cm",30
99288012,Bookcases & shelving units,124,174,,,,,718,,,,IVAR,"        Shelving unit w shelves/drwrs/rail,          174x50x124 cm",50
99315812,Bookcases & shelving units,179,89,,,,,395,,,,IVAR,"        Shelving unit,          89x30x179 cm",30
29248345,Bookcases & shelving units,226,134,,,,,906,,,,IVAR,"        2 sections/shelves,          134x50x226 cm",50
423721,Bookcases & shelving units,33,33,,,,,100,,,,KALLAX,"        Insert with mirror door,          33x33 cm",38
19288006,Bookcases & shelving units,226,174,,,,,760,,,,IVAR,"        Shelving unit with clothes rail,          174x50x226 cm",50
79248319,Bookcases & shelving units,179,134,,,,,440,,,,IVAR,"        2 sections/shelves,          134x30x179 cm",30
79320744,Bookcases & shelving units,176,150,,,,,1245,,,,SVALNÄS,"        Wall-mounted workspace combination,          150x35x176 cm",35
89297677,Bookcases & shelving units,104,148,,,,,560,,,,JONAXEL,"        Frame/wire baskets/top shelves,          148x51x104 cm",51
99303442,Bookcases & shelving units,226,219,,,,,1225,,,,IVAR,"        Shelving unit w cabinets/drawers,          219x30x226 cm",30
9291622,Bookcases & shelving units,161,251,,,,,1145,,,,KOLBJÖRN,"        Shelving unit with cabinet,          251x37x161 cm",37
29184433,Bookcases & shelving units,176,193,,,,,1620,,,,SVALNÄS,"        Wall-mounted shelf combination,          193x25x176 cm",25
29285470,Bookcases & shelving units,180,127,,,,,555,,,,ALGOT,"        2 sections/shelves,          127x41x180 cm",41
39230712,Bookcases & shelving units,237,120,,,,,700,,,,BILLY,"        Bookcase combination/hght extension,          120x28x237 cm",28
39311789,Bookcases & shelving units,207,173,,,,,950,,,,JONAXEL,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x207 cm",51
49294548,Bookcases & shelving units,175,300,,,,,1035,,,,VITTSJÖ,"        Storage combination,          300x36x175 cm",36
59311463,Bookcases & shelving units,207,148,,,,,975,,,,JONAXEL,"        Frame/mesh baskets/clothes rails,          148x51x207 cm",51
59385755,Bookcases & shelving units,110,85,,,,,375,,,,BROR,"        Shelving unit,          85x55x110 cm",55
69248386,Bookcases & shelving units,179,259,,,,,1110,,,,IVAR,"        3 sections/shelves,          259x30x179 cm",30
69285473,Bookcases & shelving units,162,162,,,,,1311,,,,ALGOT / BROR,"        Shelving unit with cabinet,          162x41x162 cm",41
79272696,Bookcases & shelving units,110,234,,,,,1125,,,,BROR,"        Shelving unit,          234x55x110 cm",55
79303495,Bookcases & shelving units,179,134,,,,,910,,,,IVAR,"        Shelving unit w cabinets/drawers,          134x30x179 cm",30
80450353,Bookcases & shelving units,14,39,,,,,75,,,,IVAR,"        Drawer,          39x30x14 cm",30
89276590,Bookcases & shelving units,197,65,,,,,245,,,,ALGOT,"        Wall upright/mesh baskets,          65x41x197 cm",41
89285518,Bookcases & shelving units,170,189,,,,,594,,,,ALGOT,"        3 sections/shelves,          189x41x170 cm",41
99184439,Bookcases & shelving units,176,193,,,,,2070,,,,SVALNÄS,"        Wall-mounted storage combination,          193x35x176 cm",35
99903788,Bookcases & shelving units,197,86,,,,,296,,,,ALGOT,"        Wall upright/shelves,          86x41x197 cm",41
49300827,Cabinets & cupboards,192,120,,,,,1850,,,,BESTÅ,"        Storage combination w glass doors,          120x42x192 cm",42
29297958,Cabinets & cupboards,48,120,,,,,820,,,,BESTÅ,"        TV bench with drawers,          120x42x48 cm",42
59286468,Cabinets & cupboards,80,70,,,,,311,,,,EKET,"        Cabinet combination with legs,          70x35x80 cm",35
40383737,Cabinets & cupboards,199,86,,,,,1116,,,,LOMMARP,"        Cabinet with glass doors,          86x199 cm",49
10119206,Cabinets & cupboards,163,43,,,,,295,,,,DETOLF,"        Glass-door cabinet,          43x163 cm",37
30439565,Cabinets & cupboards,123,100,,,,,595,,,,SYVDE,"        Cabinet with glass doors,          100x123 cm",48
79286491,Cabinets & cupboards,107,70,,,,,377,,,,EKET,"        Cabinet combination with feet,          70x25x107 cm",25
59248867,Cabinets & cupboards,60,140,,,,,580,,,,LIXHULT,"        Storage combination,          140x82 cm",35
70328669,Cabinets & cupboards,35,60,,,,,175,,,,LIXHULT,"        Cabinet,          60x35 cm",35
69287392,Cabinets & cupboards,106,40,,,,,195,,,,BILLY / OXBERG,"        Bookcase with door,          40x30x106 cm",30
50413507,Cabinets & cupboards,197,90,,,,,1595,,,,HEMNES,"        Glass-door cabinet with 3 drawers,          90x197 cm",37
19279177,Cabinets & cupboards,35,120,,,,,350,,,,LIXHULT,"        Cabinet combination,          120x35x57 cm",35
40302289,Cabinets & cupboards,190,80,,,,,595,,,,BRUSALI,"        High cabinet with door,          80x190 cm",48
50300666,Cabinets & cupboards,95,78,,,,,445,,,,BRIMNES,"        Cabinet with doors,          78x95 cm",41
